"FERPA","Student ID","Last Name","First Name","Acad Plan","Acad Plan Descr","Term","Term Description","Career","Class Nbr","Subject","Catalog","Section","Class Description","Component","Class Type","Designation","Academic Level","Term Units","Class Units","Reason","Add Dt","Grade","Gender","Ethnic Grp","Facil ID","Mtg Start","Mtg End","Pat","Instructor ID","Instructor Name","Advisor ID","Advisor Name","Auto Enrol","Auto Enr 2","Comb Sect"
"N","001386220","Zoe","Stanton","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2749","CS","370","001","Software Design & Development","DIS","E","","Senior","12.000","4.00","Enrolled","2020-11-18","","Male","ASIAN","STEV3076","17:00:00","18:50:00","TTH","002082917","Fisher, Jeffrey D","001299888","Kooshesh, Ali A","","",""
"N","002931713","Buster","Trantow","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2724","CS","355","001","Database Mgt System Design","DIS","E","","Senior","13.000","4.00","Enrolled","2020-11-18","","Male","TWOMORE","DARW0037","16:00:00","17:50:00","MW","001094553","Haderman Jr,Michael D","001299888","Kooshesh, Ali A","","",""
"N","002931713","Buster","Trantow","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2620","CS","390","001","Computer Science Colloquium","LEC","E","","Senior","13.000","1.00","Enrolled","2020-11-18","","Male","TWOMORE","SALZ2016","12:00:00","12:50:00","TH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","002931713","Buster","Trantow","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3890","CS","454","001","Theory of Computation","DIS","E","","Senior","13.000","4.00","Enrolled","2020-11-18","","Male","TWOMORE","DARW0038","10:00:00","11:50:00","TTH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","002931713","Buster","Trantow","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3891","CS","460","001","Programming Languages","DIS","E","","Senior","13.000","4.00","Enrolled","2020-11-18","","Male","TWOMORE","SALZ1051","12:00:00","13:50:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","002961279","Claudie","West","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2756","BIOL","110","003","Biological Inquiry","LEC","E","GEB2","Junior","13.000","4.00","Enrolled","2020-11-17","","Male","WHITE","IVES0101","11:00:00","11:50:00","MWF","000004693","Bright, Julie A","001299888","Kooshesh, Ali A","004","",""
"N","002961279","Claudie","West","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2757","BIOL","110","004","Biological Inquiry","LAB","N","GEB2","Junior","13.000","0.00","Enrolled","2020-11-17","","Male","WHITE","DARW0003","18:00:00","20:50:00","M","000761168","Robertson, Tanya L","001299888","Kooshesh, Ali A","","",""
"N","002961279","Claudie","West","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2731","KIN","371","001","Intercollegiate Baseball, Men","ACT","E","","Junior","13.000","2.00","Enrolled","2020-02-02","","Male","WHITE","FIELDS","00:00:00","00:00:00","ARR","000007943","Goelz, John W","001299888","Kooshesh, Ali A","","",""
"N","002961279","Claudie","West","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3317","KIN","403","001","Ethics, Inclusion&Equity Coach","LEC","E","","Junior","13.000","3.00","Enrolled from Wait List","2020-01-21","","Male","WHITE","PHED0033","17:00:00","19:40:00","T","000633677","Nackord, Michael J","001299888","Kooshesh, Ali A","","",""
"N","002961279","Claudie","West","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3872","SOCI","449","001","Sociology of Power","LEC","E","","Junior","13.000","4.00","Enrolled","2020-01-30","","Male","WHITE","DARW0038","18:00:00","21:40:00","W","000013650","Phillips, Peter M","001299888","Kooshesh, Ali A","","",""
"N","001418402","Dennis","O'Reilly","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2871","CS","252","001","Intro to Computer Organization","DIS","E","","Junior","16.000","4.00","Enrolled","2020-11-18","","Male","HISPA","IH0105","10:45:00","12:00:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","002","",""
"N","001418402","Dennis","O'Reilly","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2872","CS","252","002","Intro to Computer Organization","LAB","N","","Junior","16.000","0.00","Enrolled","2020-11-18","","Male","HISPA","DARW0025","09:00:00","11:50:00","F","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","001418402","Dennis","O'Reilly","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2722","CS","315","001","Data Structures","DIS","E","","Junior","16.000","4.00","Enrolled","2020-11-18","","Male","HISPA","DARW0102","10:45:00","12:00:00","TTH","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","002","",""
"N","001418402","Dennis","O'Reilly","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2873","CS","315","002","Data Structures","LAB","N","","Junior","16.000","0.00","Enrolled","2020-11-18","","Male","HISPA","DARW0028","12:00:00","14:50:00","W","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","001418402","Dennis","O'Reilly","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2749","CS","370","001","Software Design & Development","DIS","E","","Junior","16.000","4.00","Enrolled","2020-11-18","","Male","HISPA","STEV3076","17:00:00","18:50:00","TTH","002082917","Fisher, Jeffrey D","001299888","Kooshesh, Ali A","","",""
"N","001418402","Dennis","O'Reilly","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2737","MATH","306","001","Number Theory","DIS","E","","Junior","16.000","4.00","Enrolled","2020-11-18","","Male","HISPA","IH0200A","15:00:00","16:50:00","TTH","000005980","Ford, Benjamin J","001299888","Kooshesh, Ali A","","",""
"N","001440775","Noble","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3327","CS","351","001","Computer Architecture","DIS","E","","Senior","15.000","4.00","Enrolled","2020-11-17","","Male","TWOMORE","IH0201A","10:00:00","11:50:00","MW","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","001440775","Noble","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3991","CS","365","001","Computer Networking&the Intern","DIS","E","","Senior","15.000","3.00","Enrolled","2020-11-17","","Male","TWOMORE","SALZ2006","17:00:00","18:50:00","T","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","002","",""
"N","001440775","Noble","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3992","CS","365","002","Computer Networking&the Intern","LAB","N","","Senior","15.000","0.00","Enrolled","2020-11-17","","Male","TWOMORE","SALZ2006","19:00:00","21:50:00","T","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","001440775","Noble","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2750","CS","415","001","Algorithm Analysis","DIS","E","","Senior","15.000","4.00","Enrolled","2020-11-17","","Male","TWOMORE","DARW0038","08:00:00","09:50:00","TTH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","001440775","Noble","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","1046","POLS","315","001","Modern Political Ideologies","LEC","E","GED5","Senior","15.000","4.00","Enrolled","2020-11-17","","Male","TWOMORE","STEV3072","10:00:00","11:50:00","TTH","000020839","Preisler, Barry E","001299888","Kooshesh, Ali A","","",""
"N","001458566","Laury","Wuckert","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2620","CS","390","001","Computer Science Colloquium","LEC","E","","Senior","16.000","1.00","Enrolled","2020-11-17","","Male","WHITE","SALZ2016","12:00:00","12:50:00","TH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","001458566","Laury","Wuckert","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3889","CS","450","001","Operating Systems","DIS","E","","Senior","16.000","4.00","Enrolled","2020-11-17","","Male","WHITE","DARW0038","08:00:00","09:50:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","001458566","Laury","Wuckert","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3891","CS","460","001","Programming Languages","DIS","E","","Senior","16.000","4.00","Enrolled","2020-11-17","","Male","WHITE","SALZ1051","12:00:00","13:50:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","001458566","Laury","Wuckert","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","4290","CS","470","002","Advanced Software Design Proj","DIS","E","","Senior","16.000","3.00","Enrolled","2020-12-20","","Male","WHITE","SALZ2013","16:00:00","18:40:00","W","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","","",""
"N","001458566","Laury","Wuckert","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","1775","PHIL","302","001","Ethics and Value Theory:","DIS","E","GEC2","Senior","16.000","4.00","Enrolled","2020-11-17","","Male","WHITE","IVES0079","15:00:00","16:50:00","TTH","000005850","Wallace, Andrew I","001299888","Kooshesh, Ali A","","",""
"N","001458849","Jeremie","Dooley","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2723","CS","340","001","Computer Security and Malware","DIS","E","","Senior","16.000","3.00","Enrolled","2020-11-18","","Male","WHITE","CARS0010","15:00:00","16:50:00","T","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","002","",""
"N","001458849","Jeremie","Dooley","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2928","CS","340","002","Computer Security and Malware","LAB","N","","Senior","16.000","0.00","Enrolled","2020-11-18","","Male","WHITE","CARS0010","15:00:00","16:50:00","TH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","001458849","Jeremie","Dooley","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2749","CS","370","001","Software Design & Development","DIS","E","","Senior","16.000","4.00","Enrolled","2020-11-18","","Male","WHITE","STEV3076","17:00:00","18:50:00","TTH","002082917","Fisher, Jeffrey D","001299888","Kooshesh, Ali A","","",""
"N","001458849","Jeremie","Dooley","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2620","CS","390","001","Computer Science Colloquium","LEC","E","","Senior","16.000","1.00","Enrolled","2020-11-18","","Male","WHITE","SALZ2016","12:00:00","12:50:00","TH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","001458849","Jeremie","Dooley","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3891","CS","460","001","Programming Languages","DIS","E","","Senior","16.000","4.00","Enrolled","2020-11-18","","Male","WHITE","SALZ1051","12:00:00","13:50:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","001458849","Jeremie","Dooley","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2739","MATH","316","001","Graph Theory and Combinatorics","LEC","E","","Senior","16.000","4.00","Enrolled from Wait List","2020-11-18","","Male","WHITE","IVES0045","10:00:00","11:50:00","TTH","001693580","Kanaana, Izabela B","001299888","Kooshesh, Ali A","","",""
"N","001472539","Abbie","Weissnat","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3126","CS","215","003","Programming II","DIS","E","","Senior","8.000","4.00","Enrolled","2020-02-02","","Male","WHITE","CARS0068","09:20:00","10:35:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","004","",""
"N","001472539","Abbie","Weissnat","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3127","CS","215","004","Programming II","LAB","N","","Senior","8.000","0.00","Enrolled","2020-02-02","","Male","WHITE","DARW0028","09:00:00","11:50:00","T","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","001472539","Abbie","Weissnat","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3337","MATH","161","005","Differential & Integral Calc I","DIS","E","GEB4","Senior","8.000","4.00","Enrolled","2020-01-14","","Male","WHITE","SALZ2019","10:00:00","11:50:00","TTH","004719707","Brown, Grace E","001299888","Kooshesh, Ali A","","",""
"N","001472539","Abbie","Weissnat","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3337","MATH","161","005","Differential & Integral Calc I","DIS","E","GEB4","Senior","8.000","4.00","Enrolled","2020-01-14","","Male","WHITE","SALZ2019","10:00:00","11:50:00","TTH","000002990","Newman, Elaine T","001299888","Kooshesh, Ali A","","",""
"N","003001130","Maximilian","Schimmel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3254","CS","210","002","Introduction to Unix","LAB","E","","Junior","16.000","1.00","Enrolled","2020-11-19","","Male","AMIND","DARW0025","14:00:00","16:50:00","TH","002762440","Harden, David L","001299888","Kooshesh, Ali A","","",""
"N","003001130","Maximilian","Schimmel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2870","CS","242","001","Discrete Structures for CS","DIS","E","","Junior","16.000","4.00","Enrolled","2020-11-19","","Male","AMIND","SALZ2021","12:00:00","13:50:00","MW","002762440","Harden, David L","001299888","Kooshesh, Ali A","","",""
"N","003001130","Maximilian","Schimmel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3115","MATH","165","014","Elementary Applied Statistics","DIS","E","GEB4","Junior","16.000","4.00","Enrolled","2020-11-18","","Male","AMIND","SALZ2020","14:00:00","15:50:00","MW","002178077","Galbraith, Wyndham M","001299888","Kooshesh, Ali A","","",""
"N","003001130","Maximilian","Schimmel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","4099","NAMS","165","001","Native Cultures of No. Calif.","LEC","E","GEC2","Junior","16.000","4.00","Enrolled","2020-11-18","","Male","AMIND","IVES0101","17:00:00","18:50:00","TH","002178090","Sarris, Gregory M","001299888","Kooshesh, Ali A","002","",""
"N","003001130","Maximilian","Schimmel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","4100","NAMS","165","002","Native Cultures of No. Calif.","DIS","N","GEC2","Junior","16.000","0.00","Enrolled","2020-11-18","","Male","AMIND","SALZ2015","17:00:00","18:50:00","T","004682280","Sims, Ashleigh M","001299888","Kooshesh, Ali A","","",""
"N","003001130","Maximilian","Schimmel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","1199","POLS","200","001","American Political System","DIS","E","GED4","Junior","16.000","3.00","Enrolled","2020-11-18","","Male","AMIND","CARS0068","16:00:00","17:15:00","MW","000000065","Ziblatt, David A","001299888","Kooshesh, Ali A","","",""
"N","002633454","Esmeralda","Stanton","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3327","CS","351","001","Computer Architecture","DIS","E","","Senior","16.000","4.00","Enrolled","2020-11-18","","Male","WHITE","IH0201A","10:00:00","11:50:00","MW","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","002633454","Esmeralda","Stanton","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3889","CS","450","001","Operating Systems","DIS","E","","Senior","16.000","4.00","Enrolled","2020-11-18","","Male","WHITE","DARW0038","08:00:00","09:50:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","002633454","Esmeralda","Stanton","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3891","CS","460","001","Programming Languages","DIS","E","","Senior","16.000","4.00","Enrolled","2020-11-18","","Male","WHITE","SALZ1051","12:00:00","13:50:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","002633454","Esmeralda","Stanton","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3498","CS","495","001","Special Studies","SUP","E","","Senior","16.000","4.00","Enrolled","2020-01-09","","Male","WHITE","","00:00:00","00:00:00","ARR","000028054","Ravikumar, Balasubramanian","001299888","Kooshesh, Ali A","","",""
"N","001561199","Renee","Morissette","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3991","CS","365","001","Computer Networking&the Intern","DIS","E","","Senior","14.000","3.00","Enrolled","2020-11-17","","Male","WHITE","SALZ2006","17:00:00","18:50:00","T","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","002","",""
"N","001561199","Renee","Morissette","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3992","CS","365","002","Computer Networking&the Intern","LAB","N","","Senior","14.000","0.00","Enrolled","2020-11-17","","Male","WHITE","SALZ2006","19:00:00","21:50:00","T","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","001561199","Renee","Morissette","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3889","CS","450","001","Operating Systems","DIS","E","","Senior","14.000","4.00","Enrolled","2020-11-17","","Male","WHITE","DARW0038","08:00:00","09:50:00","MW","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","001561199","Renee","Morissette","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3891","CS","460","001","Programming Languages","DIS","E","","Senior","14.000","4.00","Enrolled","2020-11-17","","Male","WHITE","SALZ1051","12:00:00","13:50:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","001561199","Renee","Morissette","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2929","CS","470","001","Advanced Software Design Proj","DIS","E","","Senior","14.000","3.00","Enrolled","2020-11-17","","Male","WHITE","DARW0107","16:00:00","18:40:00","M","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","","",""
"N","001578417","Dejon","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3991","CS","365","001","Computer Networking&the Intern","DIS","E","","Senior","12.000","3.00","Enrolled","2020-11-17","","Male","WHITE","SALZ2006","17:00:00","18:50:00","T","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","002","",""
"N","001578417","Dejon","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3992","CS","365","002","Computer Networking&the Intern","LAB","N","","Senior","12.000","0.00","Enrolled","2020-11-17","","Male","WHITE","SALZ2006","19:00:00","21:50:00","T","002225774","Lyle, Michael R","001299888","Kooshesh, Ali A","","",""
"N","001578417","Dejon","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2620","CS","390","001","Computer Science Colloquium","LEC","E","","Senior","12.000","1.00","Enrolled","2020-11-17","","Male","WHITE","SALZ2016","12:00:00","12:50:00","TH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","001578417","Dejon","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2750","CS","415","001","Algorithm Analysis","DIS","E","","Senior","12.000","4.00","Enrolled from Wait List","2020-11-17","","Male","WHITE","DARW0038","08:00:00","09:50:00","TTH","000018239","Ledin  Jr,George","001299888","Kooshesh, Ali A","","",""
"N","001578417","Dejon","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","4290","CS","470","002","Advanced Software Design Proj","DIS","E","","Senior","12.000","3.00","Enrolled","2020-12-17","","Male","WHITE","SALZ2013","16:00:00","18:40:00","W","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","","",""
"N","001578417","Dejon","Little","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2703","KIN","101","013","Physical Education Activities","ACT","E","","Senior","12.000","1.00","Enrolled","2020-11-17","","Male","WHITE","FLDH0101","11:00:00","11:50:00","MW","000021216","Ha, Katherine M","001299888","Kooshesh, Ali A","","",""
"N","003011102","Elwin","Daugherty","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3254","CS","210","002","Introduction to Unix","LAB","E","","Freshman","13.000","1.00","Enrolled from Wait List","2020-11-21","","Male","WHITE","DARW0025","14:00:00","16:50:00","TH","002762440","Harden, David L","001299888","Kooshesh, Ali A","","",""
"N","003011102","Elwin","Daugherty","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2571","CS","215","001","Programming II","DIS","E","","Freshman","13.000","4.00","Enrolled","2020-11-21","","Male","WHITE","CARS0068","09:20:00","10:35:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","002","",""
"N","003011102","Elwin","Daugherty","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2869","CS","215","002","Programming II","LAB","N","","Freshman","13.000","0.00","Enrolled","2020-11-21","","Male","WHITE","DARW0028","14:00:00","16:50:00","T","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","003011102","Elwin","Daugherty","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2070","ENGL","101","007","Expos Writing&Analytic Reading","DIS","E","GEA2","Freshman","13.000","4.00","Enrolled","2020-11-21","","Male","WHITE","STEV3040","14:00:00","15:50:00","MW","000000611","Moonwoman, Birch","001299888","Kooshesh, Ali A","","",""
"N","003011102","Elwin","Daugherty","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2643","MATH","160","002","Precalculus Mathematics","DIS","E","GEB4","Freshman","13.000","4.00","Enrolled","2020-11-21","","Male","WHITE","DARW0107","12:40:00","13:55:00","MWF","000029991","Mogannam, Laurice F","001299888","Kooshesh, Ali A","","",""
"N","003026597","Jason","Thiel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2570","CS","210","001","Introduction to Unix","LAB","E","","Sophomore","16.000","1.00","Enrolled","2020-11-20","","Male","WHITE","DARW0025","09:00:00","11:50:00","TH","002762440","Harden, David L","001299888","Kooshesh, Ali A","","",""
"N","003026597","Jason","Thiel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2571","CS","215","001","Programming II","DIS","E","","Sophomore","16.000","4.00","Enrolled","2020-11-20","","Male","WHITE","CARS0068","09:20:00","10:35:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","002","",""
"N","003026597","Jason","Thiel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2869","CS","215","002","Programming II","LAB","N","","Sophomore","16.000","0.00","Enrolled","2020-11-20","","Male","WHITE","DARW0028","14:00:00","16:50:00","T","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
"N","003026597","Jason","Thiel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2870","CS","242","001","Discrete Structures for CS","DIS","E","","Sophomore","16.000","4.00","Enrolled from Wait List","2020-11-20","","Male","WHITE","SALZ2021","12:00:00","13:50:00","MW","002762440","Harden, David L","001299888","Kooshesh, Ali A","","",""
"N","003026597","Jason","Thiel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2098","ENGL","160B","001","Humanities Learning Community","LEC","E","GE02","Sophomore","16.000","4.00","Enrolled","2020-11-20","","Male","WHITE","IVES0101","14:00:00","15:50:00","M","002720086","Bryant, Brantley L","001299888","Kooshesh, Ali A","002","",""
"N","003026597","Jason","Thiel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2238","ENGL","160B","002","Humanities Learning Community","DIS","N","GE02","Sophomore","16.000","0.00","Enrolled","2020-11-20","","Male","WHITE","DARW0029","16:00:00","17:50:00","M","000408088","Gerhard, Sakina S","001299888","Kooshesh, Ali A","","",""
"N","003026597","Jason","Thiel","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","1225","POLS","200","007","American Political System","DIS","E","GED4","Sophomore","16.000","3.00","Enrolled","2020-11-20","","Male","WHITE","STEV3008","13:00:00","15:40:00","F","002492365","Gouveia, Keith A","001299888","Kooshesh, Ali A","","",""
"N","001583407","Doug","Cole","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","4202","AMCS","200","001","Written and Oral Analysis","LEC","E","GEA1","Junior","12.000","3.00","Enrolled","2020-01-26","","Male","HISPA","STEV3046","09:00:00","11:40:00","M","002723037","Churchill, Mary C","001299888","Kooshesh, Ali A","","",""
"N","001583407","Doug","Cole","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2722","CS","315","001","Data Structures","DIS","E","","Junior","12.000","4.00","Enrolled","2020-11-19","","Male","HISPA","DARW0102","10:45:00","12:00:00","TTH","001299888","Kooshesh, Ali A","001299888","Kooshesh, Ali A","002","",""
"N","001583407","Doug","Cole","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2873","CS","315","002","Data Structures","LAB","N","","Junior","12.000","0.00","Enrolled","2020-11-19","","Male","HISPA","DARW0028","12:00:00","14:50:00","W","003004643","Rivoire, Suzanne M","001299888","Kooshesh, Ali A","","",""
"N","001583407","Doug","Cole","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2749","CS","370","001","Software Design & Development","DIS","E","","Junior","12.000","4.00","Enrolled from Wait List","2020-12-04","","Male","HISPA","STEV3076","17:00:00","18:50:00","TTH","002082917","Fisher, Jeffrey D","001299888","Kooshesh, Ali A","","",""
"N","001583407","Doug","Cole","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","1736","MUS","327","001","Symphonic Wind Ensemble","ACT","E","","Junior","12.000","1.00","Enrolled","2020-11-19","","Male","HISPA","GMC1028","15:00:00","16:50:00","TTH","000304894","Collinsworth, Andy","001299888","Kooshesh, Ali A","","",""
"N","001583407","Doug","Cole","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2000","MUS","390","001","Jazz Orchestra","ACT","E","","Junior","12.000","1.00","Withdrawn from Class","2020-11-19","W","Male","HISPA","GMC1029","19:00:00","21:40:00","W","003249862","Leibinger, Douglas J","001299888","Kooshesh, Ali A","","",""
"N","001647362","Ottilie","Hane","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","2870","CS","242","001","Discrete Structures for CS","DIS","E","","Sophomore","14.000","4.00","Enrolled from Wait List","2020-11-20","","Male","WHITE","SALZ2021","12:00:00","13:50:00","MW","002762440","Harden, David L","001299888","Kooshesh, Ali A","","",""
"N","001647362","Ottilie","Hane","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","1052","HIST","202","001","Development of Modern World","LEC","E","GED2","Sophomore","14.000","3.00","Enrolled","2020-11-20","","Male","WHITE","STEV3008","09:20:00","10:35:00","MW","002968594","Stevens, Michael S","001299888","Kooshesh, Ali A","","",""
"N","001647362","Ottilie","Hane","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","1028","POLS","201","001","Ideas and Institutions","DIS","E","GED5","Sophomore","14.000","4.00","Enrolled","2020-11-20","","Male","WHITE","STEV2006","13:00:00","14:50:00","TTH","000009841","Switky, Robert B","001299888","Kooshesh, Ali A","","",""
"N","001647362","Ottilie","Hane","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","1049","PSY","250","001","Introduction to Psychology","LEC","E","GED1","Sophomore","14.000","3.00","Enrolled","2020-11-20","","Male","WHITE","STEV1002","08:00:00","09:15:00","MW","000634184","Najm-Briscoe,Rima G","001299888","Kooshesh, Ali A","","",""
"N","003035499","Jamaal","McDermott","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3254","CS","210","002","Introduction to Unix","LAB","E","","Freshman","16.000","1.00","Enrolled","2020-11-21","","Male","WHITE","DARW0025","14:00:00","16:50:00","TH","002762440","Harden, David L","001299888","Kooshesh, Ali A","","",""
"N","003035499","Jamaal","McDermott","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3126","CS","215","003","Programming II","DIS","E","","Freshman","16.000","4.00","Enrolled","2020-11-21","","Male","WHITE","CARS0068","09:20:00","10:35:00","MW","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","004","",""
"N","003035499","Jamaal","McDermott","CS-BS","Computer Science (BS)","2153","Spring 2015","UGRD","3127","CS","215","004","Programming II","LAB","N","","Freshman","16.000","0.00","Enrolled","2020-11-21","","Male","WHITE","DARW0028","09:00:00","11:50:00","T","000002366","Watts, Marcia R","001299888","Kooshesh, Ali A","","",""
